synthetic_sample_index,source_event_id,source_start,source_end,source_length,used_start_in_source,used_length,real_background_window,background_rule,insert_at,insert_end,original_background_energy,inserted_event_energy,final_aggregate_energy
0,53,30636,30638,2,0,2,19,full_window_off,199,201,110443.015625,3782.90771484375,114225.921875
1,207,97131,97133,2,0,2,194,full_window_off,146,148,161247.59375,4679.8564453125,165927.453125
2,88,45205,45206,1,0,1,183,full_window_off,78,79,131451.5,2132.205322265625,133583.703125
3,12,7000,7002,2,0,2,64,full_window_off,204,206,224718.90625,4509.443359375,229228.34375
4,285,132521,132522,1,0,1,153,full_window_off,477,478,131587.6875,1037.96533203125,132625.65625
5,133,68109,68110,1,0,1,190,full_window_off,323,324,166415.453125,910.566162109375,167326.015625
6,32,20307,20309,2,0,2,183,full_window_off,70,72,131451.5,4641.6494140625,136093.140625
7,271,126729,126733,4,0,4,131,full_window_off,126,130,136980.875,6956.962890625,143937.84375
8,124,64888,64889,1,0,1,75,full_window_off,453,454,138741.265625,848.8255004882812,139590.09375
9,103,53000,53002,2,0,2,108,full_window_off,231,233,151967.28125,2442.893798828125,154410.171875
10,51,29751,29753,2,0,2,116,full_window_off,425,427,252383.546875,4180.0263671875,256563.5625
11,265,123567,123568,1,0,1,36,full_window_off,79,80,100644.9921875,1481.2423095703125,102126.234375
12,195,91895,91898,3,0,3,82,full_window_off,281,284,136211.0625,4981.7578125,141192.828125
13,112,59062,59063,1,0,1,82,full_window_off,151,152,136211.0625,1466.948974609375,137678.03125
14,316,144080,144082,2,0,2,131,full_window_off,333,335,136980.875,3416.09228515625,140396.96875
15,0,2182,2185,3,0,3,194,full_window_off,12,15,161247.59375,3620.66796875,164868.25
16,460,200180,200183,3,0,3,5,full_window_off,263,266,254262.375,5561.95068359375,259824.3125
17,48,28951,28953,2,0,2,16,full_window_off,349,351,133022.78125,4660.6884765625,137683.46875
18,335,157715,157717,2,0,2,20,full_window_off,499,501,140532.03125,4340.8271484375,144872.859375
19,147,74746,74748,2,0,2,46,full_window_off,151,153,213791.28125,3925.19580078125,217716.484375
20,212,98799,98804,5,0,5,36,full_window_off,215,220,100644.9921875,9621.65625,110266.6484375
21,96,48071,48074,3,0,3,11,full_window_off,188,191,112967.0703125,4306.4609375,117273.53125
22,309,141447,141448,1,0,1,125,full_window_off,180,181,348555.25,1085.0614013671875,349640.3125
23,149,75449,75452,3,0,3,131,full_window_off,347,350,136980.875,4432.64990234375,141413.53125
24,383,174571,174573,2,0,2,177,full_window_off,419,421,105964.84375,4727.353515625,110692.1953125
25,431,190581,190583,2,0,2,61,full_window_off,201,203,130967.890625,3094.62158203125,134062.515625
26,148,74766,74768,2,0,2,40,full_window_off,382,384,101348.96875,3878.525390625,105227.5
27,329,153558,153560,2,0,2,136,full_window_off,85,87,169299.3125,4058.15771484375,173357.484375
28,226,104984,104985,1,0,1,39,full_window_off,457,458,103770.7890625,1193.6781005859375,104964.46875
29,123,64838,64839,1,0,1,24,full_window_off,291,292,229376.578125,697.8011474609375,230074.390625
30,405,180994,180996,2,0,2,177,full_window_off,49,51,105964.84375,4188.705078125,110153.546875
31,150,76074,76076,2,0,2,33,full_window_off,157,159,213541.40625,4689.23828125,218230.640625
32,246,113787,113790,3,0,3,42,full_window_off,34,37,97319.0546875,5273.5732421875,102592.625
33,235,108662,108664,2,0,2,11,full_window_off,115,117,112967.0703125,2995.3056640625,115962.375
34,0,2182,2185,3,0,3,16,full_window_off,222,225,133022.78125,3620.66796875,136643.4375
35,392,177499,177502,3,0,3,128,full_window_off,50,53,185246.1875,5065.93310546875,190312.125
36,16,10806,10808,2,0,2,47,full_window_off,333,335,122180.421875,3401.55810546875,125581.984375
37,344,159584,159586,2,0,2,139,full_window_off,174,176,175922.234375,3537.81103515625,179460.03125
38,77,38985,38988,3,0,3,5,full_window_off,74,77,254262.375,4430.1015625,258692.46875
39,30,16416,16418,2,0,2,150,full_window_off,137,139,257332.578125,4142.515625,261475.09375
40,379,173162,173166,4,0,4,90,full_window_off,274,278,127958.6640625,6886.16015625,134844.828125
41,209,97821,97823,2,0,2,139,full_window_off,22,24,175922.234375,4350.07568359375,180272.296875
42,42,26615,26618,3,0,3,64,full_window_off,201,204,224718.90625,5206.783203125,229925.6875
43,251,116244,116247,3,0,3,120,full_window_off,299,302,133361.40625,4649.8173828125,138011.21875
44,118,62077,62080,3,0,3,46,full_window_off,383,386,213791.28125,5364.2861328125,219155.578125
45,92,47145,47146,1,0,1,82,full_window_off,275,276,136211.0625,976.4734497070312,137187.546875
46,345,159716,159719,3,0,3,116,full_window_off,236,239,252383.546875,5420.4736328125,257804.015625
47,142,72264,72266,2,0,2,55,full_window_off,210,212,203849.359375,3340.356689453125,207189.703125
48,101,52312,52314,2,0,2,105,full_window_off,106,108,180422.71875,4595.29296875,185018.015625
