synthetic_sample_index,source_event_id,source_start,source_end,source_length,used_start_in_source,used_length,real_background_window,background_rule,insert_at,insert_end,original_background_energy,inserted_event_energy,final_aggregate_energy
0,22,24114,24211,97,0,97,22,full_window_off,162,259,157775.0625,49986.37109375,207761.4375
1,86,87909,88009,100,0,100,193,full_window_off,118,218,242849.546875,57967.4296875,300816.96875
2,36,34318,34411,93,0,93,183,full_window_off,64,157,155170.421875,43103.625,198274.046875
3,5,6897,6992,95,0,95,78,full_window_off,167,262,97455.046875,45716.7890625,143171.828125
4,118,123954,124051,97,0,97,164,full_window_off,388,485,129833.4609375,49988.171875,179821.625
5,55,51674,51712,38,0,38,191,full_window_off,300,338,356129.15625,44208.4375,400337.59375
6,13,16637,16727,90,0,90,180,full_window_off,58,148,221209.71875,37120.47265625,258330.1875
7,113,120715,120813,98,0,98,148,full_window_off,103,201,246521.765625,53276.0234375,299797.8125
8,51,50302,50307,5,0,5,87,full_window_off,449,454,214539.765625,2316.7080078125,216856.46875
9,42,41408,41444,36,0,36,124,full_window_off,215,251,187258.09375,4106.0712890625,191364.171875
10,21,24062,24064,2,0,2,133,full_window_off,425,427,269899.09375,83.13412475585938,269982.25
11,110,116477,116567,90,0,90,33,full_window_off,65,155,212466.21875,37089.64453125,249555.875
12,81,80876,80979,103,0,103,93,full_window_off,226,329,261864.46875,58711.578125,320576.0625
13,46,43286,43383,97,0,97,93,full_window_off,122,219,261864.46875,50424.703125,312289.1875
14,131,133205,133213,8,0,8,149,full_window_off,329,337,162069.109375,1309.7130126953125,163378.8125
15,0,715,810,95,0,95,192,full_window_off,9,104,211447.125,46546.40625,257993.53125
16,191,200395,200490,95,0,95,7,full_window_off,215,310,247739.5,46557.8828125,294297.375
17,20,23953,24051,98,0,98,19,full_window_off,283,381,107273.203125,51424.1171875,158697.328125
18,139,144676,144770,94,0,94,23,full_window_off,409,503,117194.3046875,44331.64453125,161525.953125
19,61,58729,58831,102,0,102,60,full_window_off,122,224,110102.421875,53462.4609375,163564.875
20,88,90379,90477,98,0,98,33,full_window_off,176,274,212466.21875,54218.50390625,266684.75
21,40,38949,39050,101,0,101,11,full_window_off,151,252,113479.0703125,56064.1328125,169543.203125
22,129,133160,133176,16,0,16,144,full_window_off,175,191,173581.3125,2652.394775390625,176233.71875
23,62,59144,59254,110,0,110,148,full_window_off,274,384,246521.765625,80753.046875,327274.8125
24,159,162149,162244,95,0,95,170,full_window_off,343,438,183103.703125,44756.515625,227860.21875
25,179,185098,185100,2,0,2,77,full_window_off,201,203,99303.34375,44.85471725463867,99348.1953125
26,61,58729,58831,102,0,102,42,full_window_off,307,409,173528.4375,53462.4609375,226990.90625
27,137,142964,143063,99,0,99,150,full_window_off,69,168,229760.546875,51637.8125,281398.375
28,94,97578,97674,96,0,96,39,full_window_off,372,468,285454.375,51745.7421875,337200.125
29,51,50302,50307,5,0,5,26,full_window_off,289,294,208714.03125,2316.7080078125,211030.75
30,168,170496,170591,95,0,95,172,full_window_off,40,135,138720.6875,55566.3515625,194287.03125
31,62,59144,59254,110,0,110,28,full_window_off,124,234,82322.875,80753.0546875,163075.9375
32,102,106426,106496,70,0,70,50,full_window_off,29,99,145080.5,37587.31640625,182667.8125
33,97,99418,99513,95,0,95,11,full_window_off,94,189,113479.0703125,48203.15625,161682.21875
34,0,715,810,95,0,95,18,full_window_off,182,277,175934.0,46546.40234375,222480.40625
35,163,163754,163817,63,0,63,146,full_window_off,44,107,180541.1875,37537.8984375,218079.09375
36,6,7729,7827,98,0,98,63,full_window_off,270,368,124283.5625,53267.078125,177550.65625
37,143,147042,147137,95,0,95,153,full_window_off,143,238,124275.296875,45799.15234375,170074.4375
38,32,31863,31956,93,0,93,6,full_window_off,61,154,192011.609375,44400.4921875,236412.09375
39,12,16360,16384,24,0,24,161,full_window_off,131,155,158608.0,31487.896484375,190095.90625
40,158,160859,160957,98,0,98,102,full_window_off,223,321,125114.734375,56187.76953125,181302.5
41,87,89047,89088,41,0,41,152,full_window_off,20,61,132158.078125,41729.16796875,173887.25
42,17,20875,20973,98,0,98,78,full_window_off,163,261,97455.046875,53278.77734375,150733.8125
43,104,108978,109056,78,0,78,138,full_window_off,255,333,205169.4375,44309.96484375,249479.390625
44,49,47202,47297,95,0,95,62,full_window_off,314,409,224225.46875,45838.6328125,270064.09375
45,38,34828,34922,94,0,94,93,full_window_off,225,319,261864.46875,44351.5,306216.0
46,144,148676,148776,100,0,100,133,full_window_off,191,291,269899.09375,53365.3359375,323264.4375
47,59,55952,56027,75,0,75,67,full_window_off,180,255,290210.59375,37844.890625,328055.46875
48,42,41408,41444,36,0,36,118,full_window_off,99,135,221844.078125,4106.07177734375,225950.15625
