synthetic_sample_index,source_event_id,source_start,source_end,source_length,used_start_in_source,used_length,real_background_window,background_rule,insert_at,insert_end,original_background_energy,inserted_event_energy,final_aggregate_energy
0,67,62495,62540,45,0,45,37,full_window_off,259,304,152245.90625,6873.390625,159119.296875
1,3,5282,5377,95,0,95,54,full_window_off,189,284,254158.421875,46107.546875,300265.96875
2,184,190574,190677,103,0,103,120,full_window_off,361,464,185183.78125,58712.140625,243895.9375
3,65,62309,62404,95,0,95,82,full_window_off,175,270,102791.3515625,44752.31640625,147543.671875
4,170,172059,172163,104,0,104,187,full_window_off,393,497,201319.96875,63142.421875,264462.375
5,144,148676,148776,100,0,100,93,full_window_off,223,323,261864.46875,53365.33984375,315229.8125
6,188,197418,197514,96,0,96,50,full_window_off,144,240,145080.5,51743.6484375,196824.140625
7,172,174620,174723,103,0,103,72,full_window_off,96,199,226666.390625,58701.92578125,285368.3125
8,107,113960,114055,95,0,95,61,full_window_off,372,467,147124.09375,45387.7890625,192511.875
9,174,179030,179128,98,0,98,55,full_window_off,219,317,232514.9375,51848.05078125,284363.0
10,188,197418,197514,96,0,96,138,full_window_off,89,185,205169.4375,51743.6484375,256913.078125
11,113,120715,120813,98,0,98,116,full_window_off,271,369,150007.78125,53276.0234375,203283.8125
12,4,6586,6679,93,0,93,54,full_window_off,358,451,254158.421875,41696.0859375,295854.5
13,46,43286,43383,97,0,97,54,full_window_off,134,231,254158.421875,50424.703125,304583.125
14,34,32992,33086,94,0,94,28,full_window_off,145,239,82322.875,44888.15625,127211.03125
15,167,169250,169325,75,0,75,0,full_window_off,124,199,174828.171875,46922.08203125,221750.265625
16,11,14951,15049,98,0,98,104,full_window_off,103,201,295128.25,53310.62890625,348438.875
17,152,153088,153184,96,0,96,110,full_window_off,326,422,139507.015625,56566.39453125,196073.40625
18,121,129748,129846,98,0,98,81,full_window_off,357,455,102444.515625,50054.69140625,152499.203125
19,91,93278,93377,99,0,99,183,full_window_off,411,510,155170.421875,52125.953125,207296.375
20,113,120715,120813,98,0,98,126,full_window_off,106,204,110734.84375,53276.0234375,164010.859375
21,156,158984,159094,110,0,110,125,full_window_off,363,473,198225.59375,80745.703125,278971.3125
22,51,50302,50307,5,0,5,148,full_window_off,238,243,246521.765625,2316.7080078125,248838.46875
23,35,33299,33374,75,0,75,31,full_window_off,246,321,121427.703125,16588.00390625,138015.703125
24,61,58729,58831,102,0,102,20,full_window_off,175,277,138006.8125,53462.45703125,191469.28125
25,125,131703,131796,93,0,93,60,full_window_off,401,494,110102.421875,44395.34375,154497.75
26,149,150208,150220,12,0,12,94,full_window_off,468,480,127879.203125,1467.47314453125,129346.671875
27,83,83420,83456,36,0,36,26,full_window_off,17,53,208714.03125,40943.5078125,249657.546875
28,180,187749,187849,100,0,100,187,full_window_off,305,405,201319.96875,57964.41015625,259284.375
29,19,23711,23808,97,0,97,53,full_window_off,17,114,176709.515625,49784.5859375,226494.109375
30,9,13809,13902,93,0,93,45,full_window_off,240,333,94832.9140625,41610.4609375,136443.375
31,12,16360,16384,24,0,24,191,full_window_off,222,246,356129.15625,31487.89453125,387617.03125
32,50,49249,49360,111,0,111,96,full_window_off,317,428,199145.34375,81699.421875,280844.75
33,60,57096,57191,95,0,95,9,full_window_off,21,116,167567.21875,45905.984375,213473.1875
34,163,163754,163817,63,0,63,22,full_window_off,286,349,157775.0625,37537.8984375,195312.953125
35,73,69410,69485,75,0,75,146,full_window_off,26,101,180541.1875,46889.0390625,227430.25
36,172,174620,174723,103,0,103,131,full_window_off,184,287,128515.265625,58701.9296875,187217.1875
37,39,35957,36051,94,0,94,189,full_window_off,126,220,180450.4375,44873.87890625,225324.3125
38,94,97578,97674,96,0,96,73,full_window_off,96,192,419795.4375,51745.75,471541.1875
39,79,78051,78151,100,0,100,27,full_window_off,0,100,152501.609375,57844.8828125,210346.5
40,55,51674,51712,38,0,38,22,full_window_off,197,235,157775.0625,44208.4296875,201983.5
41,165,167737,167838,101,0,101,30,full_window_off,0,101,162403.46875,53435.98046875,215839.4375
42,21,24062,24064,2,0,2,94,full_window_off,140,142,127879.203125,83.13412475585938,127962.3359375
43,93,94969,95068,99,0,99,7,full_window_off,137,236,247739.5,56337.5,304077.0
44,78,74780,74883,103,0,103,80,full_window_off,225,328,102749.3125,58748.84375,161498.15625
45,149,150208,150220,12,0,12,85,full_window_off,421,433,108706.125,1467.47314453125,110173.59375
46,101,105122,105217,95,0,95,47,full_window_off,95,190,103147.9609375,46075.546875,149223.5
47,61,58729,58831,102,0,102,112,full_window_off,99,201,309588.5,53462.4609375,363050.96875
48,175,180716,180736,20,0,20,88,full_window_off,425,445,123826.6484375,30963.34765625,154790.0
