synthetic_sample_index,source_event_id,source_start,source_end,source_length,used_start_in_source,used_length,real_background_window,background_rule,insert_at,insert_end,original_background_energy,inserted_event_energy,final_aggregate_energy
0,143,147042,147137,95,0,95,49,full_window_off,414,509,97368.40625,45799.15234375,143167.5625
1,86,87909,88009,100,0,100,99,full_window_off,310,410,206797.34375,57967.4296875,264764.78125
2,126,132549,132608,59,0,59,31,full_window_off,137,196,121427.703125,40972.76171875,162400.46875
3,69,65467,65535,68,0,68,183,full_window_off,317,385,155170.421875,48351.43359375,203521.859375
4,70,66335,66430,95,0,95,137,full_window_off,308,403,211640.234375,45825.98828125,257466.234375
5,75,71942,72036,94,0,94,75,full_window_off,374,468,274323.09375,44822.25,319145.34375
6,107,113960,114055,95,0,95,27,full_window_off,300,395,152501.609375,45387.7890625,197889.40625
7,113,120715,120813,98,0,98,94,full_window_off,300,398,127879.203125,53276.0234375,181155.21875
8,174,179030,179128,98,0,98,62,full_window_off,174,272,224225.46875,51848.046875,276073.5
9,36,34318,34411,93,0,93,122,full_window_off,169,262,183175.6875,43103.625,226279.3125
10,65,62309,62404,95,0,95,131,full_window_off,170,265,128515.265625,44752.3125,173267.578125
11,89,90578,90674,96,0,96,81,full_window_off,107,203,102444.515625,50798.8203125,153243.34375
12,24,25665,25758,93,0,93,155,full_window_off,38,131,251002.484375,44333.5546875,295336.0625
13,62,59144,59254,110,0,110,125,full_window_off,52,162,198225.59375,80753.0546875,278978.625
14,125,131703,131796,93,0,93,137,full_window_off,278,371,211640.234375,44395.34375,256035.578125
15,58,54589,54683,94,0,94,3,full_window_off,371,465,121577.1875,45654.09765625,167231.28125
16,62,59144,59254,110,0,110,150,full_window_off,79,189,229760.546875,80753.0546875,310513.59375
17,31,31352,31445,93,0,93,147,full_window_off,394,487,191780.328125,43831.8125,235612.125
18,165,167737,167838,101,0,101,142,full_window_off,101,202,134125.8125,53435.98046875,187561.78125
19,175,180716,180736,20,0,20,125,full_window_off,84,104,198225.59375,30963.34765625,229188.953125
20,24,25665,25758,93,0,93,163,full_window_off,115,208,249195.765625,44333.55859375,293529.3125
21,147,150151,150158,7,0,7,25,full_window_off,141,148,105231.84375,226.60609436035156,105458.453125
22,54,50368,50380,12,0,12,50,full_window_off,338,350,145080.5,1483.017822265625,146563.515625
23,175,180716,180736,20,0,20,172,full_window_off,365,385,138720.6875,30963.349609375,169684.046875
