synthetic_sample_index,source_event_id,source_start,source_end,source_length,used_start_in_source,used_length,real_background_window,background_rule,insert_at,insert_end,original_background_energy,inserted_event_energy,final_aggregate_energy
0,235,14966,14976,10,0,10,99,insert_interval_off,166,176,203820.90625,1004.6203002929688,204825.53125
1,1026,59025,59036,11,0,11,50,insert_interval_off,11,22,198161.9375,1010.7313232421875,199172.671875
2,2308,133719,133747,28,0,28,73,insert_interval_off,3,31,266084.53125,2393.32177734375,268477.84375
3,1392,80383,80384,1,0,1,182,insert_interval_off,130,131,139566.015625,82.31221008300781,139648.328125
4,3115,179380,179390,10,0,10,50,insert_interval_off,51,61,198161.9375,860.560302734375,199022.5
5,907,52262,52272,10,0,10,63,insert_interval_off,84,94,163405.125,813.9119262695312,164219.03125
6,2046,118904,118933,29,0,29,65,insert_interval_off,343,372,167876.375,2513.697265625,170390.0625
7,1709,98751,98762,11,0,11,86,insert_interval_off,263,274,260035.84375,2737.803466796875,262773.625
8,544,31738,31744,6,0,6,139,insert_interval_off,81,87,235717.75,482.3533935546875,236200.109375
9,2512,144808,144819,11,0,11,194,insert_interval_off,395,406,273316.5,933.748291015625,274250.25
10,1585,91440,91451,11,0,11,61,insert_interval_off,465,476,181103.15625,920.9683837890625,182024.125
11,895,51602,51612,10,0,10,94,insert_interval_off,421,431,128925.265625,839.3883056640625,129764.6484375
12,3211,184946,184978,32,0,32,179,insert_interval_off,4,36,117305.65625,2729.008056640625,120034.6640625
13,3127,180096,180107,11,0,11,22,insert_interval_off,266,277,94068.140625,1113.817138671875,95181.953125
14,3236,186347,186378,31,0,31,127,insert_interval_off,416,447,276066.46875,2663.40283203125,278729.875
15,1198,69015,69025,10,0,10,61,insert_interval_off,180,190,181103.15625,822.5941162109375,181925.75
16,1236,71320,71330,10,0,10,133,insert_interval_off,194,204,313812.4375,856.575927734375,314669.03125
17,2567,147831,147840,9,0,9,81,insert_interval_off,143,152,188678.4375,772.0075073242188,189450.4375
18,661,38269,38299,30,0,30,107,insert_interval_off,448,478,118204.4375,2553.2470703125,120757.6796875
19,2990,172021,172031,10,0,10,49,insert_interval_off,215,225,285997.875,851.7647705078125,286849.65625
20,2455,141478,141506,28,0,28,119,insert_interval_off,11,39,290023.8125,2414.222412109375,292438.03125
21,2058,119643,119654,11,0,11,7,insert_interval_off,56,67,226845.03125,899.94580078125,227744.96875
22,2276,131849,131878,29,0,29,19,insert_interval_off,324,353,281628.21875,2486.439208984375,284114.65625
23,2048,119046,119076,30,0,30,127,insert_interval_off,154,184,276066.46875,2566.16162109375,278632.625
24,327,19832,19866,34,0,34,155,insert_interval_off,335,369,172552.3125,2963.2392578125,175515.53125
25,3094,178075,178116,41,0,41,145,insert_interval_off,225,266,253469.890625,3447.141845703125,256917.0625
26,3051,175639,175650,11,0,11,95,insert_interval_off,97,108,125653.4375,952.4380493164062,126605.875
27,2961,170307,170308,1,0,1,62,insert_interval_off,494,495,286791.9375,184.0382843017578,286976.0
28,1282,73897,73934,37,0,37,169,insert_interval_off,266,303,199024.1875,3191.06103515625,202215.234375
29,1627,93987,93997,10,0,10,57,insert_interval_off,432,442,185178.21875,829.3426513671875,186007.5625
30,211,13490,13519,29,0,29,91,insert_interval_off,134,163,220922.90625,2564.02001953125,223486.9375
31,1892,110068,110079,11,0,11,49,insert_interval_off,324,335,285997.875,1060.1624755859375,287058.03125
32,1343,77441,77451,10,0,10,36,insert_interval_off,84,94,225478.21875,852.2877197265625,226330.5
33,2425,139936,139964,28,0,28,51,insert_interval_off,182,210,125726.234375,2398.2900390625,128124.5234375
34,2183,126836,126846,10,0,10,64,insert_interval_off,257,267,154499.71875,858.8121337890625,155358.53125
35,851,48971,48997,26,0,26,67,insert_interval_off,313,339,168982.375,2215.875244140625,171198.25
36,1859,107671,107726,55,0,55,150,insert_interval_off,191,246,134238.828125,4774.14794921875,139012.984375
37,58,3591,3623,32,0,32,73,insert_interval_off,2,34,266084.53125,2707.3603515625,268791.875
38,2045,118853,118864,11,0,11,51,insert_interval_off,473,484,125726.234375,942.5213623046875,126668.7578125
39,1042,59926,59970,44,0,44,101,insert_interval_off,167,211,173645.03125,3741.951171875,177386.984375
40,3167,182436,182447,11,0,11,177,insert_interval_off,380,391,256255.5,1046.37158203125,257301.875
41,1224,70517,70526,9,0,9,11,insert_interval_off,389,398,317652.03125,775.1103515625,318427.125
42,1494,86095,86120,25,0,25,193,insert_interval_off,271,296,194992.90625,2104.2431640625,197097.140625
43,1875,108921,108932,11,0,11,192,insert_interval_off,345,356,230025.6875,2590.20751953125,232615.90625
44,1596,92084,92141,57,0,57,146,insert_interval_off,105,162,113874.671875,4910.931640625,118785.6015625
45,103,6213,6223,10,0,10,98,insert_interval_off,22,32,241094.75,847.5438232421875,241942.28125
46,2518,145156,145166,10,0,10,162,insert_interval_off,437,447,217453.59375,854.7182006835938,218308.3125
47,2082,121042,121079,37,0,37,122,insert_interval_off,416,453,183645.09375,3359.20654296875,187004.296875
48,2132,123944,123993,49,0,49,87,insert_interval_off,90,139,152857.03125,4291.00244140625,157148.03125
49,2057,119540,119590,50,0,50,102,insert_interval_off,273,323,156315.84375,4525.5029296875,160841.34375
50,156,10098,10109,11,0,11,7,insert_interval_off,53,64,226845.03125,935.765380859375,227780.796875
51,1936,112798,112835,37,0,37,138,insert_interval_off,60,97,131927.1875,3147.218017578125,135074.40625
52,542,31591,31626,35,0,35,167,insert_interval_off,378,413,182095.765625,3025.833984375,185121.609375
53,2257,130832,130842,10,0,10,95,insert_interval_off,225,235,125653.4375,878.5048828125,126531.9453125
54,71,4253,4263,10,0,10,36,insert_interval_off,464,474,225478.21875,874.6649169921875,226352.890625
55,1180,67990,68000,10,0,10,137,insert_interval_off,357,367,190134.453125,854.6036376953125,190989.0625
56,1077,61950,61978,28,0,28,39,insert_interval_off,367,395,170867.65625,2359.498291015625,173227.15625
57,325,19700,19750,50,0,50,96,insert_interval_off,434,484,124305.3125,4529.4873046875,128834.796875
58,2476,142763,142802,39,0,39,149,insert_interval_off,58,97,105119.59375,3321.5693359375,108441.171875
59,695,40204,40227,23,0,23,53,insert_interval_off,77,100,102428.234375,1959.007568359375,104387.234375
60,675,39103,39138,35,0,35,189,insert_interval_off,100,135,215123.171875,3081.953857421875,218205.125
61,2465,142040,142070,30,0,30,114,insert_interval_off,395,425,275821.375,2557.560302734375,278378.9375
62,747,43001,43048,47,0,47,59,insert_interval_off,288,335,202650.796875,4019.357177734375,206670.15625
63,1041,59904,59912,8,0,8,135,insert_interval_off,28,36,195988.390625,1809.5390625,197797.9375
64,253,15994,16029,35,0,35,142,insert_interval_off,354,389,194055.0625,3060.9912109375,197116.0625
65,150,9676,9759,83,0,83,95,least_active_fallback,0,83,125653.4375,7558.767578125,133212.203125
66,1754,101304,101335,31,0,31,24,insert_interval_off,144,175,86627.984375,2607.0810546875,89235.0625
67,1933,112586,112619,33,0,33,119,insert_interval_off,142,175,290023.8125,2785.491455078125,292809.28125
68,770,44431,44471,40,0,40,154,insert_interval_off,357,397,93313.9140625,3517.849609375,96831.765625
69,2622,151008,151031,23,0,23,91,insert_interval_off,387,410,220922.90625,1984.9658203125,222907.875
70,1357,78316,78327,11,0,11,157,insert_interval_off,108,119,79881.8046875,917.1832275390625,80798.984375
71,860,49517,49550,33,0,33,102,insert_interval_off,166,199,156315.84375,2793.385498046875,159109.234375
72,2598,149625,149663,38,0,38,57,insert_interval_off,427,465,185178.21875,3276.251953125,188454.46875
73,1148,66125,66184,59,0,59,97,insert_interval_off,81,140,184104.71875,5076.10888671875,189180.84375
74,685,39698,39708,10,0,10,104,insert_interval_off,484,494,114946.09375,831.379638671875,115777.46875
75,1696,98008,98019,11,0,11,67,insert_interval_off,35,46,168982.375,957.1812744140625,169939.5625
76,1357,78316,78327,11,0,11,46,insert_interval_off,496,507,246102.765625,917.1832275390625,247019.953125
77,1837,105997,106009,12,0,12,26,insert_interval_off,36,48,81999.8046875,2777.453369140625,84777.265625
78,2962,170357,170366,9,0,9,181,insert_interval_off,434,443,160999.5625,783.935791015625,161783.5
79,431,25817,25853,36,0,36,19,insert_interval_off,325,361,281628.21875,3135.782958984375,284764.0
80,2615,150711,150739,28,0,28,149,insert_interval_off,449,477,105119.59375,2346.921142578125,107466.515625
81,337,20433,20467,34,0,34,29,insert_interval_off,283,317,242579.140625,2933.03271484375,245512.171875
82,3233,186181,186192,11,0,11,141,insert_interval_off,77,88,217528.75,2493.880126953125,220022.625
83,238,15093,15121,28,0,28,10,insert_interval_off,357,385,347160.5,2506.74462890625,349667.21875
84,2945,169449,169459,10,0,10,123,insert_interval_off,146,156,193082.34375,2474.306640625,195556.65625
85,2637,151877,151887,10,0,10,11,insert_interval_off,435,445,317652.03125,859.95263671875,318512.0
86,3105,178746,178757,11,0,11,140,insert_interval_off,470,481,97617.109375,918.0846557617188,98535.1875
87,2041,118633,118644,11,0,11,91,insert_interval_off,144,155,220922.90625,2605.273193359375,223528.1875
88,3209,184784,184822,38,0,38,135,insert_interval_off,34,72,195988.390625,3212.85546875,199201.25
89,3332,191835,191845,10,0,10,11,insert_interval_off,317,327,317652.03125,828.82470703125,318480.84375
90,663,38412,38444,32,0,32,129,insert_interval_off,242,274,107075.796875,2735.468017578125,109811.265625
91,1522,87792,87802,10,0,10,130,insert_interval_off,423,433,198350.09375,995.1674194335938,199345.25
92,1323,76294,76319,25,0,25,194,insert_interval_off,173,198,273316.5,2295.69970703125,275612.21875
93,558,32545,32557,12,0,12,1,insert_interval_off,89,101,288559.59375,3002.525390625,291562.125
94,2406,138841,138874,33,0,33,105,insert_interval_off,200,233,220350.59375,2902.01953125,223252.59375
95,1676,96853,96865,12,0,12,163,insert_interval_off,256,268,144560.421875,994.7315673828125,145555.15625
96,202,12958,12995,37,0,37,9,insert_interval_off,175,212,140336.875,3145.93798828125,143482.8125
97,1407,81209,81239,30,0,30,165,insert_interval_off,282,312,118103.4140625,2699.9619140625,120803.375
98,2635,151774,151785,11,0,11,114,insert_interval_off,183,194,275821.375,919.857666015625,276741.25
99,2288,132591,132601,10,0,10,121,insert_interval_off,349,359,160747.28125,857.9654541015625,161605.25
100,658,38076,38086,10,0,10,125,insert_interval_off,197,207,317668.84375,858.9366455078125,318527.78125
101,2751,158116,158126,10,0,10,155,insert_interval_off,286,296,172552.3125,848.5075073242188,173400.8125
102,3296,189639,189667,28,0,28,104,insert_interval_off,6,34,114946.09375,2457.926025390625,117404.015625
103,2110,122657,122700,43,0,43,151,insert_interval_off,141,184,144566.453125,3830.583251953125,148397.03125
104,364,22084,22119,35,0,35,53,insert_interval_off,410,445,102428.234375,3033.917236328125,105462.1484375
105,1836,105956,105993,37,0,37,190,insert_interval_off,378,415,108505.890625,3270.77734375,111776.65625
106,1931,112471,112499,28,0,28,132,insert_interval_off,165,193,190324.34375,2711.720703125,193036.0625
107,314,19138,19162,24,0,24,77,insert_interval_off,335,359,154389.609375,2061.71484375,156451.328125
108,634,36869,36894,25,0,25,43,insert_interval_off,21,46,243859.5,2162.0439453125,246021.53125
109,2555,147204,147214,10,0,10,175,insert_interval_off,451,461,271552.75,835.114990234375,272387.875
110,1323,76294,76319,25,0,25,115,insert_interval_off,467,492,124085.125,2295.69970703125,126380.828125
111,2059,119672,119706,34,0,34,57,insert_interval_off,237,271,185178.21875,2957.0537109375,188135.265625
112,2531,145923,145949,26,0,26,87,insert_interval_off,462,488,152857.03125,2316.723388671875,155173.75
113,3008,173056,173075,19,0,19,6,insert_interval_off,358,377,111523.9765625,1613.47216796875,113137.453125
114,1288,74285,74337,52,0,52,101,insert_interval_off,165,217,173645.03125,4496.6171875,178141.65625
115,1282,73897,73934,37,0,37,64,insert_interval_off,174,211,154499.71875,3191.06103515625,157690.78125
116,2725,156768,156788,20,0,20,27,insert_interval_off,153,173,88362.7109375,1704.206787109375,90066.921875
117,672,38953,38963,10,0,10,31,insert_interval_off,172,182,108337.921875,850.914306640625,109188.8359375
118,3199,184269,184282,13,0,13,184,insert_interval_off,169,182,117210.1015625,2804.3974609375,120014.4921875
119,1758,101552,101562,10,0,10,192,insert_interval_off,116,126,230025.6875,877.1452026367188,230902.84375
120,3289,189266,189276,10,0,10,20,insert_interval_off,80,90,83207.203125,864.4400024414062,84071.640625
121,1177,67778,67788,10,0,10,7,insert_interval_off,387,397,226845.03125,853.154296875,227698.1875
122,2978,171317,171345,28,0,28,74,insert_interval_off,424,452,124226.375,2477.185546875,126703.5625
123,2689,154788,154818,30,0,30,156,insert_interval_off,351,381,241432.140625,2572.6708984375,244004.8125
124,1996,116305,116315,10,0,10,21,insert_interval_off,481,491,80783.5,846.9063110351562,81630.40625
125,2119,123149,123160,11,0,11,175,insert_interval_off,473,484,271552.75,903.0735473632812,272455.8125
126,651,37731,37741,10,0,10,78,insert_interval_off,88,98,287345.09375,857.0839233398438,288202.1875
127,177,11348,11358,10,0,10,188,insert_interval_off,487,497,211125.84375,918.2265625,212044.078125
128,3244,186840,186872,32,0,32,172,insert_interval_off,306,338,181329.78125,2754.65234375,184084.4375
129,1818,104823,104890,67,0,67,95,least_active_fallback,143,210,125653.4375,5887.4619140625,131540.90625
130,1727,99776,99802,26,0,26,17,insert_interval_off,142,168,162869.875,2347.02587890625,165216.90625
131,1416,81746,81757,11,0,11,182,insert_interval_off,434,445,139566.015625,932.21923828125,140498.25
132,1979,115316,115326,10,0,10,185,insert_interval_off,172,182,267356.6875,850.5942993164062,268207.25
133,1431,82474,82501,27,0,27,163,insert_interval_off,263,290,144560.421875,2551.271240234375,147111.6875
134,1818,104823,104890,67,0,67,95,insert_interval_off,143,210,125653.4375,5887.4619140625,131540.90625
135,354,21452,21464,12,0,12,28,insert_interval_off,265,277,95175.921875,2864.322265625,98040.25
136,2138,124380,124391,11,0,11,156,insert_interval_off,101,112,241432.140625,881.4882202148438,242313.640625
137,2738,157447,157458,11,0,11,129,insert_interval_off,66,77,107075.796875,2695.75830078125,109771.5546875
138,1222,70452,70462,10,0,10,59,insert_interval_off,423,433,202650.796875,837.6998901367188,203488.484375
139,3207,184635,184661,26,0,26,159,insert_interval_off,267,293,230463.90625,2299.30810546875,232763.21875
140,1716,99132,99143,11,0,11,60,insert_interval_off,315,326,325422.8125,2470.994873046875,327893.8125
141,300,18399,18422,23,0,23,52,insert_interval_off,10,33,309292.25,2039.1583251953125,311331.40625
142,1721,99454,99483,29,0,29,58,insert_interval_off,156,185,344433.15625,2600.9951171875,347034.125
143,1310,75647,75657,10,0,10,167,insert_interval_off,313,323,182095.765625,1038.7763671875,183134.546875
144,2865,164782,164792,10,0,10,178,insert_interval_off,460,470,247790.40625,844.4733276367188,248634.875
145,1222,70452,70462,10,0,10,171,insert_interval_off,460,470,130687.25,837.699951171875,131524.9375
146,3341,192376,192428,52,0,52,68,insert_interval_off,61,113,183913.609375,4529.546875,188443.15625
147,2034,118238,118269,31,0,31,181,insert_interval_off,445,476,160999.5625,2698.064453125,163697.625
148,1988,115834,115869,35,0,35,29,insert_interval_off,106,141,242579.140625,3065.613037109375,245644.75
149,2486,143368,143396,28,0,28,109,insert_interval_off,220,248,334518.40625,2384.81396484375,336903.21875
150,1192,68588,68608,20,0,20,11,insert_interval_off,190,210,317652.03125,1657.116455078125,319309.15625
151,2330,134919,134977,58,0,58,114,insert_interval_off,386,444,275821.375,4990.265625,280811.625
152,1729,99930,99940,10,0,10,162,insert_interval_off,441,451,217453.59375,847.0233154296875,218300.625
153,1892,110068,110079,11,0,11,122,insert_interval_off,331,342,183645.09375,1060.1624755859375,184705.25
154,1814,104552,104610,58,0,58,168,insert_interval_off,164,222,119783.28125,5046.375,124829.65625
155,1013,58244,58271,27,0,27,161,insert_interval_off,446,473,92449.1875,2294.1484375,94743.34375
156,1181,68010,68045,35,0,35,142,insert_interval_off,449,484,194055.0625,2932.2109375,196987.28125
157,2781,159898,159943,45,0,45,0,insert_interval_off,447,492,109747.3203125,3856.865234375,113604.1875
158,591,34366,34375,9,0,9,165,insert_interval_off,21,30,118103.4140625,760.056884765625,118863.46875
159,3457,199276,199286,10,0,10,34,insert_interval_off,224,234,181789.9375,842.979248046875,182632.921875
160,815,47002,47042,40,0,40,158,insert_interval_off,110,150,173452.78125,3512.30126953125,176965.09375
161,2592,149289,149299,10,0,10,13,insert_interval_off,205,215,311473.8125,891.9521484375,312365.78125
162,3172,182700,182726,26,0,26,180,insert_interval_off,61,87,535697.5625,2478.4755859375,538176.0625
163,1373,79253,79263,10,0,10,79,insert_interval_off,320,330,219204.0,862.4129638671875,220066.40625
164,1871,108719,108729,10,0,10,20,insert_interval_off,373,383,83207.203125,862.79150390625,84069.9921875
165,786,45376,45406,30,0,30,61,insert_interval_off,460,490,181103.15625,2623.23291015625,183726.390625
166,2401,138583,138608,25,0,25,77,insert_interval_off,473,498,154389.609375,2223.898681640625,156613.5
167,1372,79191,79201,10,0,10,110,insert_interval_off,96,106,163436.984375,871.397705078125,164308.375
168,637,37039,37048,9,0,9,95,insert_interval_off,273,282,125653.4375,743.0311279296875,126396.46875
169,2805,161240,161278,38,0,38,76,insert_interval_off,403,441,237072.6875,3268.4375,240341.125
170,2114,122880,122890,10,0,10,13,insert_interval_off,299,309,311473.8125,834.3123168945312,312308.125
171,2001,116627,116637,10,0,10,75,insert_interval_off,280,290,246923.234375,852.1432495117188,247775.375
172,1050,60459,60485,26,0,26,119,insert_interval_off,151,177,290023.8125,2228.81591796875,292252.625
173,1557,89805,89860,55,0,55,77,insert_interval_off,226,281,154389.609375,4984.3232421875,159373.9375
174,1643,94889,94932,43,0,43,60,insert_interval_off,290,333,325422.8125,3715.111083984375,329137.9375
175,788,45477,45514,37,0,37,97,insert_interval_off,22,59,184104.71875,3226.87060546875,187331.609375
176,1644,94973,94982,9,0,9,152,insert_interval_off,391,400,247263.421875,768.202392578125,248031.640625
177,2418,139569,139579,10,0,10,145,insert_interval_off,39,49,253469.890625,853.3186645507812,254323.21875
178,1188,68386,68397,11,0,11,127,insert_interval_off,410,421,276066.46875,2677.17138671875,278743.65625
179,2029,117960,117971,11,0,11,166,insert_interval_off,89,100,307354.5625,921.4912719726562,308276.0625
180,534,31148,31179,31,0,31,16,insert_interval_off,364,395,381534.625,2758.78125,384293.375
181,2316,134144,134155,11,0,11,55,insert_interval_off,388,399,317818.15625,951.2097778320312,318769.375
182,2573,148101,148111,10,0,10,70,insert_interval_off,107,117,282034.1875,851.9241333007812,282886.125
183,2584,148790,148799,9,0,9,130,insert_interval_off,140,149,198350.09375,764.6314697265625,199114.734375
184,888,51168,51191,23,0,23,94,insert_interval_off,344,367,128925.265625,1988.23779296875,130913.5
185,577,33671,33682,11,0,11,184,insert_interval_off,171,182,117210.1015625,2569.169921875,119779.2734375
186,1327,76570,76608,38,0,38,11,insert_interval_off,443,481,317652.03125,3198.92529296875,320850.9375
187,818,47215,47246,31,0,31,192,insert_interval_off,202,233,230025.6875,2689.30859375,232715.0
188,3046,175364,175375,11,0,11,34,insert_interval_off,99,110,181789.9375,903.23291015625,182693.1875
189,2789,160378,160388,10,0,10,159,insert_interval_off,281,291,230463.90625,847.4267578125,231311.328125
190,111,6656,6694,38,0,38,184,insert_interval_off,157,195,117210.1015625,3322.661376953125,120532.7578125
191,3259,187696,187729,33,0,33,169,insert_interval_off,426,459,199024.1875,3050.258056640625,202074.4375
192,2398,138462,138472,10,0,10,131,insert_interval_off,278,288,282762.84375,842.197265625,283605.0625
193,86,5195,5206,11,0,11,75,insert_interval_off,398,409,246923.234375,923.4959716796875,247846.71875
