synthetic_sample_index,source_event_id,source_start,source_end,source_length,used_start_in_source,used_length,real_background_window,background_rule,insert_at,insert_end,original_background_energy,inserted_event_energy,final_aggregate_energy
0,2997,172412,172457,45,0,45,160,insert_interval_off,292,337,97029.1328125,3861.158203125,100890.296875
1,1876,108946,108972,26,0,26,88,insert_interval_off,366,392,166875.890625,2358.1025390625,169234.0
2,151,9791,9804,13,0,13,18,insert_interval_off,243,256,277499.28125,1097.760009765625,278597.03125
3,1373,79253,79263,10,0,10,106,insert_interval_off,419,429,222681.84375,862.4129638671875,223544.265625
4,2045,118853,118864,11,0,11,50,insert_interval_off,118,129,198161.9375,942.5213623046875,199104.46875
5,2619,150896,150907,11,0,11,39,insert_interval_off,277,288,170867.65625,943.72412109375,171811.390625
6,1876,108946,108972,26,0,26,146,insert_interval_off,330,356,113874.671875,2358.1025390625,116232.7734375
7,1618,93507,93517,10,0,10,60,insert_interval_off,161,171,325422.8125,829.4273681640625,326252.25
8,1433,82590,82601,11,0,11,42,insert_interval_off,357,368,169955.375,904.98095703125,170860.34375
9,725,41918,41952,34,0,34,126,insert_interval_off,278,312,118619.8671875,3066.180908203125,121686.046875
10,3349,192856,192888,32,0,32,23,insert_interval_off,369,401,87107.9375,2702.242919921875,89810.1796875
11,299,18367,18377,10,0,10,65,insert_interval_off,88,98,167876.375,836.778564453125,168713.140625
12,565,32984,32994,10,0,10,34,insert_interval_off,11,21,181789.9375,828.0875854492188,182618.03125
13,2866,164827,164861,34,0,34,11,insert_interval_off,308,342,317652.03125,2902.089111328125,320554.125
14,2434,140292,140361,69,0,69,95,least_active_fallback,0,69,125653.4375,6366.509765625,132019.953125
15,1146,66084,66095,11,0,11,52,insert_interval_off,221,232,309292.25,1013.974853515625,310306.21875
16,3375,194359,194370,11,0,11,110,insert_interval_off,195,206,163436.984375,2743.471435546875,166180.453125
17,1608,92817,92861,44,0,44,56,insert_interval_off,384,428,151589.484375,3714.34423828125,155303.8125
18,1220,70358,70368,10,0,10,108,insert_interval_off,238,248,315667.3125,807.7174682617188,316475.03125
19,1116,64243,64252,9,0,9,189,insert_interval_off,134,143,215123.171875,761.3841552734375,215884.5625
20,245,15534,15569,35,0,35,73,insert_interval_off,1,36,266084.53125,3077.9248046875,269162.4375
21,329,19947,19981,34,0,34,59,insert_interval_off,71,105,202650.796875,2986.445556640625,205637.25
22,1743,100645,100685,40,0,40,141,insert_interval_off,432,472,217528.75,3520.26513671875,221049.0
23,1354,78067,78123,56,0,56,168,insert_interval_off,164,220,119783.28125,5102.46533203125,124885.7421875
24,2717,156279,156290,11,0,11,109,insert_interval_off,381,392,334518.40625,956.8626098632812,335475.25
25,2630,151460,151470,10,0,10,103,insert_interval_off,99,109,205597.171875,868.07080078125,206465.25
26,1832,105694,105730,36,0,36,161,insert_interval_off,450,486,92449.1875,3234.958984375,95684.140625
27,3229,185935,185960,25,0,25,35,insert_interval_off,316,341,258404.59375,2102.6494140625,260507.25
28,364,22084,22119,35,0,35,130,insert_interval_off,477,512,198350.09375,3033.917236328125,201384.015625
29,183,11724,11736,12,0,12,128,insert_interval_off,489,501,200522.4375,2809.223388671875,203331.65625
30,2949,169671,169707,36,0,36,76,insert_interval_off,77,113,237072.6875,3063.94970703125,240136.65625
31,3217,185219,185247,28,0,28,179,insert_interval_off,189,217,117305.65625,2412.8427734375,119718.5
32,3408,196227,196269,42,0,42,0,insert_interval_off,445,487,109747.3203125,3589.4736328125,113336.7890625
33,134,8592,8683,91,0,91,95,least_active_fallback,0,91,125653.4375,7663.42236328125,133316.859375
34,3213,185052,185057,5,0,5,155,insert_interval_off,145,150,172552.3125,417.62225341796875,172969.921875
35,1900,110531,110567,36,0,36,75,insert_interval_off,335,371,246923.234375,3163.07080078125,250086.296875
36,3361,193559,193629,70,0,70,95,least_active_fallback,0,70,125653.4375,6043.8046875,131697.25
37,537,31318,31349,31,0,31,55,insert_interval_off,66,97,317818.15625,2647.1513671875,320465.3125
38,1375,79354,79365,11,0,11,56,insert_interval_off,184,195,151589.484375,921.9883422851562,152511.46875
39,1843,106316,106377,61,0,61,97,insert_interval_off,268,329,184104.71875,5397.3740234375,189502.09375
40,2238,129819,129847,28,0,28,4,insert_interval_off,434,462,144009.1875,2492.545166015625,146501.75
41,2171,126162,126172,10,0,10,194,insert_interval_off,192,202,273316.5,853.2638549804688,274169.78125
42,2136,124271,124282,11,0,11,86,insert_interval_off,475,486,260035.84375,943.3306884765625,260979.171875
43,2898,166704,166714,10,0,10,177,insert_interval_off,210,220,256255.5,831.603759765625,257087.109375
44,2755,158353,158363,10,0,10,69,insert_interval_off,247,257,109418.46875,886.4935302734375,110304.96875
45,2647,152428,152437,9,0,9,15,insert_interval_off,350,359,239633.78125,768.5560302734375,240402.34375
46,55,3427,3438,11,0,11,113,insert_interval_off,247,258,168189.390625,920.9185791015625,169110.3125
47,1631,94194,94204,10,0,10,96,insert_interval_off,290,300,124305.3125,872.4984130859375,125177.8125
48,1418,81835,81845,10,0,10,88,insert_interval_off,273,283,166875.890625,869.126708984375,167745.03125
49,2658,152949,152972,23,0,23,107,insert_interval_off,316,339,118204.4375,2013.63330078125,120218.0625
50,2913,167575,167612,37,0,37,192,insert_interval_off,7,44,230025.6875,3210.87353515625,233236.5625
51,2482,143147,143177,30,0,30,43,insert_interval_off,35,65,243859.5,2651.52685546875,246511.03125
52,2761,158720,158750,30,0,30,13,insert_interval_off,331,361,311473.8125,2567.73779296875,314041.5625
53,2683,154406,154447,41,0,41,193,insert_interval_off,190,231,194992.90625,3544.46533203125,198537.359375
54,3039,175010,175056,46,0,46,23,insert_interval_off,425,471,87107.9375,3949.1181640625,91057.0546875
55,558,32545,32557,12,0,12,61,insert_interval_off,70,82,181103.15625,3002.525390625,184105.6875
56,1398,80656,80666,10,0,10,146,insert_interval_off,136,146,113874.671875,2492.839111328125,116367.5078125
57,2862,164624,164634,10,0,10,118,insert_interval_off,341,351,115667.2265625,837.5355224609375,116504.765625
58,3268,188125,188131,6,0,6,84,insert_interval_off,185,191,294306.5,484.798828125,294791.28125
59,3463,199567,199598,31,0,31,108,insert_interval_off,464,495,315667.3125,2671.80224609375,318339.125
60,1031,59311,59321,10,0,10,42,insert_interval_off,126,136,169955.375,882.155517578125,170837.53125
61,778,44855,44884,29,0,29,38,insert_interval_off,317,346,350384.4375,2490.02001953125,352874.46875
62,201,12891,12901,10,0,10,122,insert_interval_off,442,452,183645.09375,883.4380493164062,184528.53125
63,2665,153301,153331,30,0,30,78,insert_interval_off,12,42,287345.09375,2545.163818359375,289890.25
64,2904,167034,167044,10,0,10,0,insert_interval_off,400,410,109747.3203125,857.1835327148438,110604.5
65,2336,135270,135280,10,0,10,37,insert_interval_off,368,378,124235.2734375,869.5426025390625,125104.8125
66,610,35470,35499,29,0,29,44,insert_interval_off,257,286,248948.4375,2482.7685546875,251431.203125
