synthetic_sample_index,source_event_id,source_start,source_end,source_length,used_start_in_source,used_length,real_background_window,background_rule,insert_at,insert_end,original_background_energy,inserted_event_energy,final_aggregate_energy
0,2578,148345,148354,9,0,9,43,insert_interval_off,385,394,243859.5,760.627197265625,244620.125
1,160,10332,10368,36,0,36,20,insert_interval_off,178,214,83207.203125,3151.329345703125,86358.53125
2,1678,97013,97024,11,0,11,138,insert_interval_off,152,163,131927.1875,950.1588745117188,132877.34375
3,64,3877,3905,28,0,28,63,insert_interval_off,258,286,163405.125,2526.318115234375,165931.4375
4,1893,110128,110138,10,0,10,125,insert_interval_off,144,154,317668.84375,876.08935546875,318544.9375
5,2125,123565,123575,10,0,10,123,insert_interval_off,391,401,193082.34375,822.2405395507812,193904.59375
6,1817,104764,104775,11,0,11,158,insert_interval_off,124,135,173452.78125,907.2720336914062,174360.0625
7,2478,142938,142972,34,0,34,8,insert_interval_off,7,41,188328.9375,2898.296630859375,191227.21875
8,3010,173113,173140,27,0,27,92,insert_interval_off,310,337,139381.78125,2429.3505859375,141811.140625
9,2101,122160,122188,28,0,28,135,insert_interval_off,90,118,195988.390625,2329.654296875,198318.046875
10,620,36107,36117,10,0,10,8,insert_interval_off,439,449,188328.9375,888.5604248046875,189217.5
11,778,44855,44884,29,0,29,112,insert_interval_off,240,269,188732.5625,2490.02001953125,191222.59375
12,565,32984,32994,10,0,10,80,insert_interval_off,36,46,207612.21875,828.087646484375,208440.296875
13,615,35797,35827,30,0,30,27,insert_interval_off,360,390,88362.7109375,2559.44775390625,90922.15625
14,1975,115106,115141,35,0,35,180,insert_interval_off,195,230,535697.5625,3022.47705078125,538720.0625
15,701,40439,40448,9,0,9,118,insert_interval_off,482,491,115667.2265625,814.9840087890625,116482.2109375
16,1854,107329,107340,11,0,11,3,insert_interval_off,153,164,95511.78125,982.47216796875,96494.25
17,3220,185371,185400,29,0,29,101,insert_interval_off,474,503,173645.03125,2502.86865234375,176147.90625
18,1773,102450,102463,13,0,13,2,insert_interval_off,454,467,335489.34375,2955.767578125,338445.09375
19,2656,152868,152897,29,0,29,139,insert_interval_off,411,440,235717.75,2573.53759765625,238291.28125
20,683,39580,39590,10,0,10,176,insert_interval_off,132,142,96270.203125,856.7501831054688,97126.953125
21,3380,194641,194651,10,0,10,37,insert_interval_off,249,259,124235.2734375,840.7753295898438,125076.046875
22,2748,157983,157992,9,0,9,15,insert_interval_off,59,68,239633.78125,753.2261962890625,240387.0
23,2958,170198,170208,10,0,10,11,insert_interval_off,323,333,317652.03125,817.2600708007812,318469.3125
24,3266,187982,188023,41,0,41,119,insert_interval_off,134,175,290023.8125,3513.64111328125,293537.4375
25,1452,83803,83833,30,0,30,124,insert_interval_off,199,229,235473.453125,2702.0087890625,238175.46875
26,1747,100873,100911,38,0,38,29,insert_interval_off,268,306,242579.140625,3197.323486328125,245776.453125
27,2575,148233,148242,9,0,9,138,insert_interval_off,19,28,131927.1875,761.8673095703125,132689.046875
28,2447,141049,141061,12,0,12,142,insert_interval_off,123,135,194055.0625,2915.14794921875,196970.21875
29,2956,170028,170085,57,0,57,25,insert_interval_off,101,158,90107.046875,4859.76220703125,94966.8046875
30,2552,147055,147086,31,0,31,4,insert_interval_off,283,314,144009.1875,2682.45556640625,146691.640625
31,3377,194460,194498,38,0,38,34,insert_interval_off,217,255,181789.9375,3248.017578125,185037.96875
32,764,44069,44079,10,0,10,142,insert_interval_off,304,314,194055.0625,855.5399169921875,194910.609375
33,2065,120003,120013,10,0,10,183,insert_interval_off,280,290,218865.4375,987.9158935546875,219853.34375
34,2556,147251,147262,11,0,11,19,insert_interval_off,95,106,281628.21875,2550.8017578125,284179.03125
35,3296,189639,189667,28,0,28,167,insert_interval_off,367,395,182095.765625,2457.92626953125,184553.6875
36,1316,75984,75994,10,0,10,38,insert_interval_off,433,443,350384.4375,813.370361328125,351197.8125
37,2734,157204,157276,72,0,72,95,least_active_fallback,0,72,125653.4375,6233.234375,131886.671875
38,631,36682,36711,29,0,29,98,insert_interval_off,338,367,241094.75,2481.5732421875,243576.3125
39,1297,74755,74794,39,0,39,51,insert_interval_off,191,230,125726.234375,3303.711669921875,129029.9453125
40,1236,71320,71330,10,0,10,78,insert_interval_off,123,133,287345.09375,856.5758666992188,288201.6875
41,1056,60807,60834,27,0,27,139,insert_interval_off,230,257,235717.75,2493.53662109375,238211.28125
42,1624,93774,93785,11,0,11,127,insert_interval_off,162,173,276066.46875,901.875732421875,276968.34375
43,351,21274,21333,59,0,59,166,insert_interval_off,55,114,307354.5625,5290.806640625,312645.375
44,193,12405,12414,9,0,9,111,insert_interval_off,83,92,234037.609375,757.663818359375,234795.28125
45,744,42878,42910,32,0,32,8,insert_interval_off,441,473,188328.9375,2788.71875,191117.65625
46,1494,86095,86120,25,0,25,66,insert_interval_off,364,389,113014.0390625,2104.2431640625,115118.28125
47,135,8727,8738,11,0,11,110,insert_interval_off,242,253,163436.984375,897.347900390625,164334.34375
48,1927,112245,112254,9,0,9,24,insert_interval_off,491,500,86627.984375,755.1187744140625,87383.1015625
