synthetic_sample_index,source_event_id,source_start,source_end,source_length,used_start_in_source,used_length,real_background_window,background_rule,insert_at,insert_end,original_background_energy,inserted_event_energy,final_aggregate_energy
0,83,197675,197779,104,0,104,21,full_window_off,326,430,153366.671875,79679.125,233045.8125
1,73,176702,176766,64,0,64,8,full_window_off,264,328,147069.25,45871.7734375,192941.015625
2,49,120055,120156,101,0,101,70,full_window_off,274,375,319029.0,70873.6953125,389902.6875
3,34,83405,83510,105,0,105,86,full_window_off,176,281,258583.875,80016.1640625,338600.0625
4,68,165504,165610,106,0,106,125,full_window_off,154,260,197981.0,82136.578125,280117.5625
5,78,187620,187724,104,0,104,157,full_window_off,381,485,239905.703125,79509.625,319415.34375
6,62,150661,150766,105,0,105,78,full_window_off,315,420,96551.859375,81628.1015625,178179.9375
7,27,65664,65770,106,0,106,51,full_window_off,183,289,230858.84375,82357.6640625,313216.5
8,82,195072,195108,36,0,36,111,full_window_off,183,219,180948.1875,41420.31640625,222368.5
9,39,93263,93368,105,0,105,57,full_window_off,268,373,144293.78125,79813.4453125,224107.21875
10,29,69797,69901,104,0,104,108,full_window_off,151,255,134904.0,81518.4453125,216422.4375
11,27,65664,65770,106,0,106,189,full_window_off,140,246,190261.484375,82357.671875,272619.15625
12,5,14367,14468,101,0,101,75,full_window_off,219,320,276587.34375,71039.984375,347627.34375
13,8,22604,22705,101,0,101,60,full_window_off,68,169,110241.5078125,73135.75,183377.25
14,42,99911,100013,102,0,102,144,full_window_off,398,500,171436.1875,76559.90625,247996.09375
15,33,79532,79636,104,0,104,169,full_window_off,87,191,230905.734375,79999.078125,310904.8125
16,66,157675,157778,103,0,103,110,full_window_off,310,413,133407.625,75073.3515625,208480.96875
17,64,153600,153699,99,0,99,103,full_window_off,106,205,252668.265625,75178.21875,327846.5
18,44,106926,107026,100,0,100,161,full_window_off,400,500,150951.96875,70838.4609375,221790.40625
19,78,187620,187724,104,0,104,35,full_window_off,244,348,196047.0,79509.625,275556.625
20,8,22604,22705,101,0,101,132,full_window_off,408,509,260669.5,73135.75,333805.25
21,4,14303,14336,33,0,33,130,full_window_off,453,486,294654.71875,28000.966796875,322655.6875
22,72,172571,172674,103,0,103,78,full_window_off,42,145,96551.859375,75368.9609375,171920.8125
23,78,187620,187724,104,0,104,180,full_window_off,236,340,215498.21875,79509.6328125,295007.84375
24,83,197675,197779,104,0,104,1,full_window_off,252,356,246321.578125,79679.125,326000.6875
25,3,9728,9817,89,0,89,183,full_window_off,288,377,145865.71875,73056.265625,218921.984375
26,77,185156,185258,102,0,102,110,full_window_off,34,136,133407.625,74918.6328125,208326.265625
27,2,7086,7251,165,0,165,65,full_window_off,258,423,217229.21875,105656.671875,322885.875
28,12,27136,27225,89,0,89,168,full_window_off,101,190,237533.875,73752.625,311286.5
29,42,99911,100013,102,0,102,38,full_window_off,191,293,183197.625,76559.90625,259757.515625
30,38,93059,93162,103,0,103,1,full_window_off,232,335,246321.578125,77674.765625,323996.3125
31,66,157675,157778,103,0,103,183,full_window_off,135,238,145865.71875,75073.3515625,220939.0625
32,74,179372,179476,104,0,104,172,full_window_off,404,508,135575.8125,80095.53125,215671.328125
33,31,76862,76926,64,0,64,167,full_window_off,253,317,168294.5625,45861.53125,214156.078125
34,4,14303,14336,33,0,33,51,full_window_off,322,355,230858.84375,28000.966796875,258859.8125
35,13,30565,30667,102,0,102,85,full_window_off,318,420,108246.6640625,75012.859375,183259.53125
36,12,27136,27225,89,0,89,96,full_window_off,91,180,195849.796875,73752.6171875,269602.40625
37,45,109568,109657,89,0,89,46,full_window_off,409,498,89935.0,73264.6953125,163199.6875
38,6,19453,19552,99,0,99,188,full_window_off,327,426,310666.1875,70137.9140625,380804.125
39,72,172571,172674,103,0,103,167,full_window_off,76,179,168294.5625,75368.9609375,243663.5
40,79,189230,189334,104,0,104,119,full_window_off,393,497,311386.96875,79918.7265625,391305.6875
41,74,179372,179476,104,0,104,114,full_window_off,153,257,217949.296875,80095.53125,298044.8125
42,9,24365,24468,103,0,103,21,full_window_off,159,262,153366.671875,75029.5234375,228396.1875
43,68,165504,165610,106,0,106,97,full_window_off,196,302,224042.59375,82136.578125,306179.15625
44,20,46651,46751,100,0,100,110,full_window_off,263,363,133407.625,73615.375,207023.0
45,83,197675,197779,104,0,104,145,full_window_off,248,352,169700.875,79679.125,249379.984375
46,77,185156,185258,102,0,102,83,full_window_off,384,486,97008.25,74918.6328125,171926.875
47,31,76862,76926,64,0,64,25,full_window_off,187,251,104719.84375,45861.53125,150581.375
48,10,26020,26112,92,0,92,24,full_window_off,370,462,175771.15625,55157.8203125,230928.96875
49,67,160181,160283,102,0,102,42,full_window_off,344,446,163253.015625,74627.09375,237880.109375
50,5,14367,14468,101,0,101,56,full_window_off,290,391,181036.09375,71039.984375,252076.078125
51,25,57856,57938,82,0,82,145,full_window_off,376,458,169700.875,68976.203125,238677.078125
52,5,14367,14468,101,0,101,4,full_window_off,387,488,190967.53125,71039.984375,262007.5
53,44,106926,107026,100,0,100,99,full_window_off,191,291,202124.828125,70838.4609375,272963.28125
54,36,87780,87884,104,0,104,135,full_window_off,237,341,295839.5625,79536.734375,375376.28125
55,13,30565,30667,102,0,102,124,full_window_off,274,376,187237.59375,75012.859375,262250.46875
56,9,24365,24468,103,0,103,75,full_window_off,324,427,276587.34375,75029.515625,351616.875
57,52,126976,127065,89,0,89,28,full_window_off,17,106,81830.53125,73787.546875,155618.078125
58,49,120055,120156,101,0,101,89,full_window_off,395,496,249778.796875,70873.6953125,320652.5
59,44,106926,107026,100,0,100,181,full_window_off,88,188,232026.34375,70838.453125,302864.8125
