synthetic_sample_index,source_event_id,source_start,source_end,source_length,used_start_in_source,used_length,real_background_window,background_rule,insert_at,insert_end,original_background_energy,inserted_event_energy,final_aggregate_energy
0,29,69797,69901,104,0,104,38,full_window_off,226,330,183197.625,81518.4453125,264716.0625
1,1,3535,3637,102,0,102,58,full_window_off,186,288,304818.875,73844.828125,378663.71875
2,81,193103,193208,105,0,105,125,full_window_off,359,464,197981.0,79812.765625,277793.75
3,29,69797,69901,104,0,104,87,full_window_off,171,275,214405.03125,81518.453125,295923.5
4,75,183041,183144,103,0,103,187,full_window_off,394,497,206247.6875,77886.1875,284133.875
5,63,153089,153109,20,0,20,97,full_window_off,266,286,224042.59375,39088.4140625,263131.0
6,83,197675,197779,104,0,104,56,full_window_off,141,245,181036.09375,79679.125,260715.21875
7,76,183295,183350,55,0,55,77,full_window_off,107,162,98298.7265625,45566.28515625,143865.03125
8,47,114207,114308,101,0,101,63,full_window_off,367,468,124186.1328125,71206.0390625,195392.15625
9,77,185156,185258,102,0,102,60,full_window_off,217,319,110241.5078125,74918.6328125,185160.140625
10,83,197675,197779,104,0,104,147,full_window_off,88,192,201375.375,79679.125,281054.5
11,50,122444,122545,101,0,101,123,full_window_off,269,370,130169.703125,73052.703125,203222.40625
12,2,7086,7251,165,0,165,58,full_window_off,297,462,304818.875,105656.671875,410475.5625
13,20,46651,46751,100,0,100,58,full_window_off,133,233,304818.875,73615.375,378434.25
14,15,35185,35287,102,0,102,31,full_window_off,142,244,122462.640625,74904.828125,197367.46875
15,74,179372,179476,104,0,104,1,full_window_off,115,219,246321.578125,80095.53125,326417.125
16,5,14367,14468,101,0,101,109,full_window_off,103,204,328912.5625,71039.9765625,399952.5625
17,67,160181,160283,102,0,102,115,full_window_off,322,424,376959.21875,74627.0859375,451586.3125
18,53,130406,130508,102,0,102,86,full_window_off,353,455,258583.875,74836.109375,333420.0
19,40,95167,95268,101,0,101,185,full_window_off,409,510,223225.359375,74790.4765625,298015.84375
20,50,122444,122545,101,0,101,133,full_window_off,105,206,264980.96875,73052.703125,338033.65625
21,69,166851,166912,61,0,61,132,full_window_off,407,468,260669.5,32783.16015625,293452.65625
22,22,50822,50926,104,0,104,155,full_window_off,192,296,252557.734375,81530.8359375,334088.5625
23,15,35185,35287,102,0,102,33,full_window_off,231,333,212489.90625,74904.8359375,287394.75
24,27,65664,65770,106,0,106,21,full_window_off,173,279,153366.671875,82357.6640625,235724.34375
25,55,135025,135127,102,0,102,62,full_window_off,392,494,220284.21875,74846.75,295130.9375
26,66,157675,157778,103,0,103,100,full_window_off,383,486,256139.328125,75073.34375,331212.6875
27,36,87780,87884,104,0,104,28,full_window_off,14,118,81830.53125,79536.734375,161367.265625
28,79,189230,189334,104,0,104,187,full_window_off,302,406,206247.6875,79918.71875,286166.40625
29,8,22604,22705,101,0,101,57,full_window_off,16,117,144293.78125,73135.75,217429.53125
30,4,14303,14336,33,0,33,47,full_window_off,274,307,102366.9609375,28000.966796875,130367.921875
31,5,14367,14468,101,0,101,192,full_window_off,187,288,210280.328125,71039.984375,281320.3125
32,22,50822,50926,104,0,104,100,full_window_off,323,427,256139.328125,81530.828125,337670.125
33,26,60341,60443,102,0,102,10,full_window_off,20,122,285501.8125,74546.4296875,360048.25
34,72,172571,172674,103,0,103,23,full_window_off,260,363,116682.296875,75368.96875,192051.265625
35,32,77922,78026,104,0,104,153,full_window_off,24,128,128014.234375,79528.921875,207543.15625
36,76,183295,183350,55,0,55,138,full_window_off,205,260,205488.96875,45566.2890625,251055.265625
37,17,39297,39400,103,0,103,190,full_window_off,123,226,328092.8125,75005.21875,403098.03125
38,41,97834,97939,105,0,105,78,full_window_off,94,199,96551.859375,79600.5,176152.359375
39,35,85317,85418,101,0,101,30,full_window_off,0,101,161399.53125,74888.515625,236288.046875
40,24,53760,53859,99,0,99,23,full_window_off,171,270,116682.296875,75184.921875,191867.21875
41,73,176702,176766,64,0,64,32,full_window_off,0,64,244579.21875,45871.7734375,290451.0
42,9,24365,24468,103,0,103,99,full_window_off,112,215,202124.828125,75029.515625,277154.375
43,41,97834,97939,105,0,105,5,full_window_off,135,240,254262.15625,79600.5,333862.65625
44,34,83405,83510,105,0,105,84,full_window_off,224,329,99788.671875,80016.1640625,179804.84375
45,66,157675,157778,103,0,103,90,full_window_off,344,447,375516.625,75073.3515625,450589.9375
46,45,109568,109657,89,0,89,50,full_window_off,97,186,144833.421875,73264.703125,218098.109375
47,27,65664,65770,106,0,106,119,full_window_off,98,204,311386.96875,82357.671875,393744.625
48,77,185156,185258,102,0,102,93,full_window_off,354,456,260189.8125,74918.6328125,335108.4375
49,58,145034,145136,102,0,102,65,full_window_off,93,195,217229.21875,74331.25,291560.46875
50,63,153089,153109,20,0,20,64,full_window_off,121,141,236850.0625,39088.4140625,275938.46875
51,79,189230,189334,104,0,104,94,full_window_off,19,123,129977.5546875,79918.7265625,209896.28125
52,42,99911,100013,102,0,102,89,full_window_off,355,457,249778.796875,76559.8984375,326338.6875
53,60,147780,147884,104,0,104,36,full_window_off,61,165,200449.8125,75098.859375,275548.6875
54,51,126698,126799,101,0,101,10,full_window_off,131,232,285501.8125,70472.0859375,355973.90625
55,11,26859,26959,100,0,100,4,full_window_off,379,479,190967.53125,70429.3359375,261396.875
56,7,20279,20381,102,0,102,2,full_window_off,383,485,255364.203125,73450.234375,328814.4375
57,16,37882,37983,101,0,101,160,full_window_off,12,113,211856.421875,74581.609375,286438.03125
58,13,30565,30667,102,0,102,22,full_window_off,290,392,157262.625,75012.859375,232275.46875
59,52,126976,127065,89,0,89,93,full_window_off,102,191,260189.8125,73787.5546875,333977.375
60,7,20279,20381,102,0,102,111,full_window_off,94,196,180948.1875,73450.2265625,254398.40625
61,50,122444,122545,101,0,101,135,full_window_off,349,450,295839.5625,73052.703125,368892.25
62,41,97834,97939,105,0,105,1,full_window_off,114,219,246321.578125,79600.5078125,325922.0625
63,72,172571,172674,103,0,103,103,full_window_off,253,356,252668.265625,75368.96875,328037.21875
64,38,93059,93162,103,0,103,32,full_window_off,367,470,244579.21875,77674.7578125,322253.96875
65,65,156258,156364,106,0,106,194,full_window_off,348,454,212714.5625,81825.2890625,294539.84375
66,24,53760,53859,99,0,99,49,full_window_off,102,201,97229.9453125,75184.921875,172414.875
67,78,187620,187724,104,0,104,109,full_window_off,185,289,328912.5625,79509.625,408422.1875
68,82,195072,195108,36,0,36,120,full_window_off,433,469,183007.171875,41420.31640625,224427.5
69,83,197675,197779,104,0,104,17,full_window_off,147,251,111904.65625,79679.125,191583.78125
70,62,150661,150766,105,0,105,159,full_window_off,60,165,173303.96875,81628.09375,254932.0625
71,27,65664,65770,106,0,106,107,full_window_off,325,431,224587.203125,82357.671875,306944.875
72,9,24365,24468,103,0,103,120,full_window_off,121,224,183007.171875,75029.5234375,258036.6875
73,18,43539,43642,103,0,103,100,full_window_off,169,272,256139.328125,75178.9609375,331318.28125
74,54,133371,133474,103,0,103,62,full_window_off,337,440,220284.21875,75071.359375,295355.5625
75,6,19453,19552,99,0,99,169,full_window_off,12,111,230905.734375,70137.921875,301043.65625
76,62,150661,150766,105,0,105,67,full_window_off,156,261,305585.65625,81628.1015625,387213.75
77,1,3535,3637,102,0,102,138,full_window_off,68,170,205488.96875,73844.8359375,279333.8125
78,56,137722,137823,101,0,101,144,full_window_off,348,449,171436.1875,74622.453125,246058.65625
79,60,147780,147884,104,0,104,58,full_window_off,302,406,304818.875,75098.859375,379917.75
80,70,169637,169741,104,0,104,62,full_window_off,50,154,220284.21875,81370.34375,301654.5625
81,75,183041,183144,103,0,103,29,full_window_off,243,346,262503.4375,77886.1875,340389.625
82,20,46651,46751,100,0,100,25,full_window_off,320,420,104719.84375,73615.375,178335.21875
83,12,27136,27225,89,0,89,132,full_window_off,293,382,260669.5,73752.6171875,334422.125
84,5,14367,14468,101,0,101,34,full_window_off,327,428,126830.9609375,71039.984375,197870.953125
85,43,103375,103477,102,0,102,24,full_window_off,407,509,175771.15625,74116.75,249887.875
86,22,50822,50926,104,0,104,1,full_window_off,377,481,246321.578125,81530.8359375,327852.40625
87,1,3535,3637,102,0,102,108,full_window_off,408,510,134904.0,73844.8359375,208748.84375
88,49,120055,120156,101,0,101,115,full_window_off,159,260,376959.21875,70873.6953125,447832.9375
89,10,26020,26112,92,0,92,111,full_window_off,377,469,180948.1875,55157.82421875,236106.015625
