synthetic_sample_index,source_event_id,source_start,source_end,source_length,used_start_in_source,used_length,real_background_window,background_rule,insert_at,insert_end,original_background_energy,inserted_event_energy,final_aggregate_energy
0,9,24365,24468,103,0,103,23,full_window_off,159,262,116682.296875,75029.5234375,191711.828125
1,38,93059,93162,103,0,103,194,full_window_off,117,220,212714.5625,77674.765625,290389.3125
2,16,37882,37983,101,0,101,185,full_window_off,63,164,223225.359375,74581.6171875,297807.0
3,2,7086,7251,165,0,165,83,full_window_off,139,304,97008.25,105656.671875,202664.921875
4,52,126976,127065,89,0,89,172,full_window_off,395,484,135575.8125,73787.546875,209363.359375
5,24,53760,53859,99,0,99,190,full_window_off,261,360,328092.8125,75184.921875,403277.75
6,5,14367,14468,101,0,101,184,full_window_off,56,157,282780.25,71039.984375,353820.21875
7,50,122444,122545,101,0,101,156,full_window_off,102,203,218082.421875,73052.703125,291135.125
8,23,53165,53269,104,0,104,93,full_window_off,361,465,260189.8125,76856.2734375,337046.0625
9,19,45194,45296,102,0,102,131,full_window_off,186,288,128191.7109375,74469.53125,202661.234375
10,9,24365,24468,103,0,103,142,full_window_off,341,444,130370.125,75029.515625,205399.65625
11,48,119293,119392,99,0,99,34,full_window_off,64,163,126830.9609375,70009.09375,196840.0625
12,35,85317,85418,101,0,101,99,full_window_off,227,328,202124.828125,74888.515625,277013.34375
13,20,46651,46751,100,0,100,97,full_window_off,121,221,224042.59375,73615.3828125,297657.96875
14,58,145034,145136,102,0,102,157,full_window_off,268,370,239905.703125,74331.25,314236.9375
15,0,71,173,102,0,102,193,full_window_off,9,111,245089.875,74465.046875,319554.9375
16,84,199751,199853,102,0,102,8,full_window_off,212,314,147069.25,74521.765625,221591.015625
17,9,24365,24468,103,0,103,20,full_window_off,280,383,137494.390625,75029.515625,212523.90625
18,61,150139,150241,102,0,102,24,full_window_off,401,503,175771.15625,75344.296875,251115.4375
19,27,65664,65770,106,0,106,62,full_window_off,120,226,220284.21875,82357.671875,302641.875
20,39,93263,93368,105,0,105,34,full_window_off,173,278,126830.9609375,79813.453125,206644.40625
21,17,39297,39400,103,0,103,11,full_window_off,151,254,112966.875,75005.21875,187972.09375
22,57,139137,139240,103,0,103,151,full_window_off,144,247,147062.390625,74984.890625,222047.28125
23,27,65664,65770,106,0,106,155,full_window_off,277,383,252557.734375,82357.671875,334915.40625
24,70,169637,169741,104,0,104,177,full_window_off,335,439,205744.0625,81370.34375,287114.40625
25,79,189230,189334,104,0,104,82,full_window_off,161,265,101499.015625,79918.7265625,181417.734375
26,27,65664,65770,106,0,106,46,full_window_off,304,410,89935.0,82357.6640625,172292.65625
27,60,147780,147884,104,0,104,157,full_window_off,68,172,239905.703125,75098.859375,315004.5625
28,41,97834,97939,105,0,105,42,full_window_off,364,469,163253.015625,79600.5,242853.53125
29,22,50822,50926,104,0,104,29,full_window_off,233,337,262503.4375,81530.828125,344034.25
30,74,179372,179476,104,0,104,179,full_window_off,39,143,219127.5625,80095.53125,299223.09375
31,27,65664,65770,106,0,106,30,full_window_off,125,231,161399.53125,82357.6640625,243757.203125
32,45,109568,109657,89,0,89,55,full_window_off,28,117,229844.96875,73264.703125,303109.65625
33,43,103375,103477,102,0,102,11,full_window_off,93,195,112966.875,74116.7421875,187083.609375
34,0,71,173,102,0,102,19,full_window_off,179,281,106760.8984375,74465.046875,181225.953125
35,72,172571,172674,103,0,103,153,full_window_off,40,143,128014.234375,75368.96875,203383.1875
36,2,7086,7251,165,0,165,65,full_window_off,226,391,217229.21875,105656.671875,322885.90625
37,63,153089,153109,20,0,20,161,full_window_off,168,188,150951.96875,39088.4140625,190040.375
38,14,32219,32322,103,0,103,5,full_window_off,60,163,254262.15625,74908.1953125,329170.34375
39,5,14367,14468,101,0,101,169,full_window_off,110,211,230905.734375,71039.984375,301945.71875
40,69,166851,166912,61,0,61,108,full_window_off,243,304,134904.0,32783.16015625,167687.15625
41,38,93059,93162,103,0,103,160,full_window_off,17,120,211856.421875,77674.765625,289531.1875
42,7,20279,20381,102,0,102,83,full_window_off,162,264,97008.25,73450.234375,170458.46875
43,46,114143,114176,33,0,33,146,full_window_off,282,315,176447.0,27982.89453125,204429.890625
44,21,50299,50401,102,0,102,64,full_window_off,309,411,236850.0625,75327.9296875,312178.0
45,17,39297,39400,103,0,103,97,full_window_off,220,323,224042.59375,75005.21875,299047.75
46,63,153089,153109,20,0,20,142,full_window_off,229,249,130370.125,39088.4140625,169458.546875
47,26,60341,60443,102,0,102,71,full_window_off,169,271,208480.8125,74546.4375,283027.25
48,18,43539,43642,103,0,103,124,full_window_off,85,188,187237.59375,75178.9609375,262416.53125
