synthetic_sample_index,source_event_id,source_start,source_end,source_length,used_start_in_source,used_length,real_background_window,background_rule,insert_at,insert_end,original_background_energy,inserted_event_energy,final_aggregate_energy
0,52,25118,25119,1,0,1,20,full_window_off,199,200,96608.859375,985.8695068359375,97594.7265625
1,205,92194,92196,2,0,2,190,full_window_off,146,148,113061.265625,1195.4892578125,114256.75
2,87,38652,38655,3,0,3,184,full_window_off,78,81,139774.984375,2590.958251953125,142365.9375
3,12,8194,8196,2,0,2,53,full_window_off,204,206,123521.921875,1759.142333984375,125281.0625
4,281,129085,129086,1,0,1,173,full_window_off,477,478,126703.546875,1197.5362548828125,127901.078125
5,131,58220,58221,1,0,1,190,full_window_off,323,324,113061.265625,233.94427490234375,113295.2109375
6,31,17034,17035,1,0,1,184,full_window_off,70,71,139774.984375,936.9815063476562,140711.96875
7,267,124936,124937,1,0,1,143,full_window_off,127,128,182008.53125,1051.0057373046875,183059.53125
8,123,55934,55937,3,0,3,66,full_window_off,451,454,125622.4609375,1371.91064453125,126994.3671875
9,101,46762,46764,2,0,2,104,full_window_off,231,233,134540.359375,2752.50048828125,137292.859375
10,50,25090,25091,1,0,1,126,full_window_off,426,427,135265.28125,566.9862670898438,135832.28125
11,261,121097,121099,2,0,2,22,full_window_off,79,81,111714.015625,1002.9415283203125,112716.953125
12,192,87152,87154,2,0,2,82,full_window_off,282,284,131100.796875,1082.4716796875,132183.265625
13,110,50189,50190,1,0,1,82,full_window_off,151,152,131100.796875,733.1445922851562,131833.9375
14,312,143887,143889,2,0,2,157,full_window_off,333,335,98240.4296875,1457.8236083984375,99698.25
15,0,578,583,5,0,5,190,full_window_off,12,17,113061.265625,2477.568359375,115538.828125
16,454,200420,200422,2,0,2,7,full_window_off,263,265,251169.8125,1269.325927734375,252439.125
17,48,24204,24206,2,0,2,17,full_window_off,349,351,182165.46875,2056.474853515625,184221.953125
18,331,152298,152299,1,0,1,20,full_window_off,500,501,96608.859375,1170.6190185546875,97779.4765625
19,145,65162,65164,2,0,2,31,full_window_off,151,153,128249.078125,1515.286865234375,129764.3671875
20,209,93572,93573,1,0,1,22,full_window_off,217,218,111714.015625,988.4258422851562,112702.4375
21,95,44069,44070,1,0,1,14,full_window_off,188,189,185045.625,922.5468139648438,185968.15625
22,305,138857,138859,2,0,2,140,full_window_off,180,182,113589.75,1330.33154296875,114920.0859375
23,147,65805,65806,1,0,1,143,full_window_off,348,349,182008.53125,1209.660400390625,183218.1875
24,378,165612,165614,2,0,2,176,full_window_off,419,421,113158.3671875,1443.4984130859375,114601.8671875
25,426,184183,184184,1,0,1,53,full_window_off,202,203,123521.921875,355.15850830078125,123877.078125
26,146,65801,65802,1,0,1,25,full_window_off,383,384,100198.6015625,1047.1207275390625,101245.71875
27,325,150889,150891,2,0,2,157,full_window_off,85,87,98240.4296875,1534.382568359375,99774.8125
28,223,99589,99590,1,0,1,24,full_window_off,457,458,103403.1640625,291.68304443359375,103694.84375
29,121,55318,55320,2,0,2,21,full_window_off,291,293,95964.3046875,1247.51123046875,97211.8125
30,399,172869,172871,2,0,2,176,full_window_off,49,51,113158.3671875,2090.947998046875,115249.3125
31,148,66616,66617,1,0,1,21,full_window_off,157,158,95964.3046875,1120.8876953125,97085.1953125
32,242,109059,109060,1,0,1,26,full_window_off,34,35,98424.0625,1168.3564453125,99592.4140625
33,232,103866,103868,2,0,2,14,full_window_off,115,117,185045.625,962.412841796875,186008.03125
34,0,578,583,5,0,5,17,full_window_off,221,226,182165.46875,2477.568115234375,184643.03125
35,387,167914,167915,1,0,1,143,full_window_off,50,51,182008.53125,1175.71826171875,183184.25
36,15,8500,8501,1,0,1,39,full_window_off,333,334,186891.890625,779.2489624023438,187671.140625
37,339,153014,153015,1,0,1,161,full_window_off,175,176,110320.265625,803.8955078125,111124.15625
38,76,35799,35800,1,0,1,7,full_window_off,75,76,251169.8125,845.7520751953125,252015.578125
39,29,16417,16418,1,0,1,165,full_window_off,137,138,131062.0859375,1008.7167358398438,132070.8125
40,374,164139,164142,3,0,3,92,full_window_off,274,277,152368.015625,849.4995727539062,153217.515625
41,206,92792,92794,2,0,2,157,full_window_off,22,24,98240.4296875,1515.047607421875,99755.4765625
42,42,20201,20202,1,0,1,53,full_window_off,201,202,123521.921875,806.976318359375,124328.90625
43,248,115617,115619,2,0,2,137,full_window_off,300,302,206999.34375,1674.400390625,208673.75
44,117,53079,53081,2,0,2,31,full_window_off,384,386,128249.078125,1790.5152587890625,130039.59375
45,91,41176,41177,1,0,1,82,full_window_off,275,276,131100.796875,1228.3577880859375,132329.15625
46,341,153867,153868,1,0,1,126,full_window_off,237,238,135265.28125,283.7685241699219,135549.0625
47,140,62878,62879,1,0,1,42,full_window_off,210,211,189763.875,1355.2554931640625,191119.125
48,99,45544,45545,1,0,1,97,full_window_off,106,107,196572.78125,740.3668823242188,197313.125
