synthetic_sample_index,source_event_id,source_start,source_end,source_length,used_start_in_source,used_length,real_background_window,background_rule,insert_at,insert_end,original_background_energy,inserted_event_energy,final_aggregate_energy
0,159,69500,69501,1,0,1,23,full_window_off,284,285,97300.296875,1108.57763671875,98408.875
1,8,6683,6684,1,0,1,27,full_window_off,232,233,99396.125,391.9258117675781,99788.046875
2,438,191054,191057,3,0,3,97,full_window_off,449,452,196572.78125,3438.714111328125,200011.5
3,156,68727,68728,1,0,1,63,full_window_off,215,216,177144.390625,1100.7960205078125,178245.1875
4,403,174340,174341,1,0,1,187,full_window_off,492,493,106694.53125,851.116943359375,107545.65625
5,342,153963,153964,1,0,1,82,full_window_off,276,277,131100.796875,445.3520812988281,131546.140625
6,446,195435,195436,1,0,1,27,full_window_off,177,178,99396.125,852.7636108398438,100248.8828125
7,408,175923,175924,1,0,1,45,full_window_off,120,121,113243.09375,1221.0274658203125,114464.1171875
8,255,118417,118420,3,0,3,31,full_window_off,454,457,128249.078125,1859.503173828125,130108.578125
9,413,178568,178571,3,0,3,27,full_window_off,270,273,99396.125,2757.694091796875,102153.8125
10,447,195444,195445,1,0,1,137,full_window_off,110,111,206999.34375,1113.3582763671875,208112.703125
11,268,125532,125534,2,0,2,97,full_window_off,333,335,196572.78125,608.875732421875,197181.65625
12,11,7833,7835,2,0,2,27,full_window_off,436,438,99396.125,780.9898681640625,100177.109375
13,109,50165,50167,2,0,2,27,full_window_off,164,166,99396.125,616.1927490234375,100012.3125
14,80,36282,36283,1,0,1,22,full_window_off,177,178,111714.015625,507.2871398925781,112221.296875
15,397,172244,172246,2,0,2,3,full_window_off,144,146,107898.984375,773.155029296875,108672.140625
16,27,15597,15599,2,0,2,92,full_window_off,128,130,152368.015625,1653.7376708984375,154021.75
17,360,159824,159827,3,0,3,95,full_window_off,399,402,134287.21875,2298.001708984375,136585.21875
18,288,131404,131406,2,0,2,63,full_window_off,439,441,177144.390625,1411.999755859375,178556.390625
19,216,95781,95783,2,0,2,187,full_window_off,508,510,106694.53125,1059.24609375,107753.78125
20,268,125532,125534,2,0,2,107,full_window_off,130,132,130752.578125,608.875732421875,131361.453125
21,370,162225,162226,1,0,1,107,full_window_off,462,463,130752.578125,1327.103271484375,132079.6875
22,121,55318,55320,2,0,2,143,full_window_off,240,242,182008.53125,1247.51123046875,183256.03125
23,84,37631,37632,1,0,1,22,full_window_off,287,288,111714.015625,922.2944946289062,112636.3125
24,145,65162,65164,2,0,2,17,full_window_off,218,220,182165.46875,1515.286865234375,183680.75
25,297,136883,136885,2,0,2,31,full_window_off,488,490,128249.078125,854.451416015625,129103.53125
26,354,157966,157967,1,0,1,82,full_window_off,478,479,131100.796875,1053.0167236328125,132153.8125
27,197,89291,89294,3,0,3,21,full_window_off,18,21,95964.3046875,1478.19873046875,97442.5078125
28,426,184183,184184,1,0,1,187,full_window_off,378,379,106694.53125,355.15850830078125,107049.6875
29,46,22528,22530,2,0,2,27,full_window_off,20,22,99396.125,532.4752197265625,99928.59375
30,23,12820,12822,2,0,2,25,full_window_off,292,294,100198.6015625,1423.8681640625,101622.46875
31,29,16417,16418,1,0,1,190,full_window_off,233,234,113061.265625,1008.7167358398438,114069.984375
32,120,54620,54622,2,0,2,85,full_window_off,403,405,119276.3984375,1404.1383056640625,120680.5390625
33,142,64319,64322,3,0,3,7,full_window_off,25,28,251169.8125,2318.3056640625,253488.125
34,387,167914,167915,1,0,1,20,full_window_off,325,326,96608.859375,1175.71826171875,97784.578125
35,174,77225,77226,1,0,1,143,full_window_off,30,31,182008.53125,526.8344116210938,182535.34375
36,408,175923,175924,1,0,1,126,full_window_off,230,231,135265.28125,1221.0274658203125,136486.3125
37,94,44055,44057,2,0,2,190,full_window_off,154,156,113061.265625,1620.8546142578125,114682.1171875
38,223,99589,99590,1,0,1,45,full_window_off,118,119,113243.09375,291.68304443359375,113534.7734375
39,189,85733,85734,1,0,1,21,full_window_off,0,1,95964.3046875,831.5697021484375,96795.875
40,131,58220,58221,1,0,1,20,full_window_off,212,213,96608.859375,233.94427490234375,96842.796875
41,392,170759,170761,2,0,2,22,full_window_off,0,2,111714.015625,1488.2764892578125,113202.2890625
42,50,25090,25091,1,0,1,82,full_window_off,140,141,131100.796875,566.9862670898438,131667.78125
43,222,99155,99156,1,0,1,7,full_window_off,170,171,251169.8125,305.44049072265625,251475.265625
44,186,85177,85178,1,0,1,53,full_window_off,282,283,123521.921875,588.2117309570312,124110.1328125
45,355,157989,157990,1,0,1,66,full_window_off,430,431,125622.4609375,498.3634033203125,126120.8203125
46,241,108522,108524,2,0,2,26,full_window_off,117,119,98424.0625,1667.4951171875,100091.5546875
47,146,65801,65802,1,0,1,96,full_window_off,124,125,137073.90625,1047.1207275390625,138121.03125
48,415,179401,179402,1,0,1,66,full_window_off,441,442,125622.4609375,302.6783752441406,125925.140625
49,310,141410,141412,2,0,2,39,full_window_off,116,118,186891.890625,1520.452392578125,188412.34375
50,338,152920,152921,1,0,1,31,full_window_off,126,127,128249.078125,1138.0047607421875,129387.078125
51,423,182851,182852,1,0,1,66,full_window_off,24,25,125622.4609375,1134.658447265625,126757.1171875
52,225,99720,99722,2,0,2,63,full_window_off,441,443,177144.390625,998.8515014648438,178143.25
53,323,147522,147524,2,0,2,23,full_window_off,76,78,97300.296875,1508.4080810546875,98808.703125
54,274,126874,126876,2,0,2,7,full_window_off,163,165,251169.8125,1644.01708984375,252813.84375
55,62,29166,29168,2,0,2,3,full_window_off,469,471,107898.984375,862.233154296875,108761.2109375
56,40,19981,19985,4,0,4,3,full_window_off,474,478,107898.984375,5344.09619140625,113243.078125
57,85,37756,37758,2,0,2,157,full_window_off,15,17,98240.4296875,1161.92236328125,99402.3515625
58,69,32369,32370,1,0,1,20,full_window_off,361,362,96608.859375,1136.1722412109375,97745.03125
59,282,129543,129546,3,0,3,66,full_window_off,123,126,125622.4609375,2785.90478515625,128408.3671875
